,TravelMotives,Population,TravelModes,RegionCharacteristics,Periods,Trip in a year,Km travelled in a year,Hours travelled in a year,UserId
5022,2030200,A048709,A048583,PV22    ,2021JJ00,     108,     817,    24.1,1203
5023,2030210,A048710,A018985,PV31    ,2019JJ00,       .,       .,       .,2451
5024,2030190,A048709,A048584,PV22    ,2022JJ00,       .,       .,       .,446
5025,2030230,A048710,A048584,PV20    ,2018JJ00,      38,     993,    26.5,1287
5026,2030190,A048709,A018985,PV25    ,2019JJ00,       .,       .,       .,2498
5027,2030220,A048710,A048584,PV22    ,2020JJ00,       .,       .,       .,1381
5028,2030240,A048709,A018982,,2020JJ00,       .,       .,       .,1673
5029,2030240,A048710,A018985,PV23    ,2018JJ00,      49,     158,    36.3,2477
5030,2030210,A048709,A018982,PV28    ,2018JJ00,      10,     150,     7.4,449
5031,2030230,A048709,A018986,PV20    ,2020JJ00,       .,       .,       .,1912
5032,2820740,A048710,A048583,PV29    ,2019JJ00,       .,       .,       .,1218
5033,2030250,A048710,A018984,PV25    ,2019JJ00,      25,      62,     5.4,1917
5034,2030190,A048710,A048583,PV21    ,2019JJ00,       .,       .,       .,492
5035,2030190,A048710,A018981,PV27    ,2019JJ00,       .,       .,       .,953
5036,2030170,A048709,A018981,PV29    ,2019JJ00,       .,       .,       .,1150
5037,2030210,A048709,A018981,PV20    ,2021JJ00,       .,       .,       .,419
5038,2030220,A048710,A018982,PV23    ,2018JJ00,       .,       .,       .,2250
5039,2030220,A048710,A018982,PV22    ,2021JJ00,       .,       .,       .,94
5040,2030200,A048710,A048583,PV26    ,2018JJ00,      60,     425,    15.1,3366
5041,2030190,A048709,A018982,PV29    ,2021JJ00,       .,       .,       .,1663
5042,2030200,A048709,A018986,PV29    ,2022JJ00,       .,       .,       .,590
5043,2030250,A048709,A048583,PV27    ,2018JJ00,      50,     682,    17.7,1181
5044,2030230,A048710,A018985,PV21    ,2018JJ00,      23,      57,    11.8,1010
5045,2030250,A048710,A048583,PV21    ,2021JJ00,      57,     723,    16.3,2507
5046,2030170,A048710,A018984,PV30    ,2019JJ00,      51,     233,    15.6,1504
5047,2030200,A048710,A048583,PV25    ,2018JJ00,      80,     571,    18.4,363
5048,2030230,A048709,A018981,PV27    ,2019JJ00,       4,     242,     7.2,1868
5049,2030170,A048709,A018984,PV20    ,2021JJ00,      45,     187,    15.1,2215
5050,2820740,,T001093,PV20    ,2022JJ00,      35,       .,       .,1690
5051,2030230,A048709,A018985,PV22    ,2020JJ00,       .,       .,       .,1078
5052,2030210,A048709,A048584,PV22    ,2018JJ00,       .,       .,       .,1253
5053,2030200,A048710,A018982,PV31    ,2018JJ00,       .,       .,       .,1160
5054,2030220,A048710,A018984,PV23    ,2022JJ00,      32,      99,     7.9,2733
5055,2030230,A048710,A018981,PV27    ,2018JJ00,       5,     265,     7.4,2018
5056,2820740,A048710,A018982,PV28    ,2019JJ00,       .,       .,       .,1835
5057,2030230,A048710,A048583,PV30    ,2022JJ00,      45,     803,    18.9,25
5058,2030230,A048709,A018981,PV20    ,2022JJ00,       .,       .,       .,560
5059,2820740,A048710,A018984,PV20    ,2018JJ00,       .,       .,       .,2755
5060,2030170,A048709,A018986,PV23    ,2019JJ00,      16,     350,     7.6,2633
5061,2030170,A048709,A018982,PV30    ,2018JJ00,       .,       .,       .,2626
5062,2030170,A048710,A018982,PV26    ,2020JJ00,       .,       .,       .,385
5063,2030220,A048709,A018982,PV22    ,2022JJ00,       .,       .,       .,3425
5064,2030190,A048709,A018985,PV26    ,2022JJ00,       6,       5,     1.1,2393
5065,2030220,A048709,A018985,PV23    ,2020JJ00,       .,       .,       .,2708
5066,2030190,A048709,T001093,PV28    ,2022JJ00,      31,     205,     9.9,792
5067,2030210,A048709,A048584,PV28    ,2020JJ00,       .,       .,       .,2442
5068,2030230,A048709,T001093,PV25    ,2020JJ00,     121,    1534,    59.7,2136
5069,2030220,A048710,A018985,PV30    ,2018JJ00,      14,      14,     2.1,2624
5070,2030170,A048710,A018985,PV27    ,2018JJ00,      11,      35,     2.0,707
5071,2030230,A048709,A018984,PV30    ,2022JJ00,      53,     242,    21.7,2119
5072,2030200,A048709,A048584,PV23    ,2022JJ00,      17,     197,     5.7,1950
5073,2820740,A048710,T001093,PV28    ,2022JJ00,      28,     686,    17.0,3125
5074,2030200,2526,A018985,PV22    ,2018JJ00,       .,       .,       .,2606
5075,2030220,A048709,T001093,PV23    ,2021JJ00,     107,    1662,    44.7,2265
5076,2030250,A048710,A018981,PV24    ,2021JJ00,       .,       .,       .,3198
5077,2820740,A048710,A048584,PV24    ,2022JJ00,       .,       .,       .,490
5078,2030220,A048709,A018982,PV21    ,2022JJ00,       .,       .,       .,58
5079,2030240,A048710,A018986,PV30    ,2022JJ00,       .,       .,       .,894
5080,2030250,A048710,A018981,PV24    ,2019JJ00,       .,       .,       .,2892
5081,2030210,A048709,A018985,PV22    ,2019JJ00,       .,       .,       .,2254
5082,2030230,A048710,A048583,PV29    ,2018JJ00,      48,     958,    19.8,3283
5083,2030210,A048710,A018985,PV22    ,2019JJ00,       .,       .,       .,1410
5084,2820740,A048709,A018981,PV31    ,2020JJ00,       .,       .,       .,3483
5085,2030230,A048710,A018981,PV21    ,2020JJ00,       .,       .,       .,480
5086,2030200,A048710,A048583,PV29    ,2020JJ00,      72,     439,    15.2,2445
5087,2030200,A048710,A048583,PV25    ,2019JJ00,      85,     595,    19.2,60
5088,2030190,A048710,A048583,PV28    ,2019JJ00,      11,     113,     4.0,716
5089,2030220,A048710,A018984,PV23    ,2021JJ00,      31,     112,     9.1,1439
5090,2030210,A048709,A018985,PV26    ,2021JJ00,       .,       .,       .,378
5091,2030230,A048710,A018986,PV25    ,2021JJ00,       .,       .,       .,1315
5092,2030170,A048710,T001093,PV23    ,2020JJ00,     143,    2407,    58.0,294
5093,2030230,A048710,A048584,PV31    ,2018JJ00,      44,     932,    21.0,780
5094,2030190,A048710,A048583,PV25    ,2020JJ00,      13,     172,     4.1,108
5095,2030170,A048709,A048584,PV25    ,2020JJ00,       .,       .,       .,1213
5096,2030210,A048710,A018985,PV31    ,2021JJ00,       .,       .,       .,2091
5097,2030240,A048710,T001093,PV30    ,2022JJ00,     110,     905,   108.6,3005
5098,2030230,A048709,A018985,PV30    ,2019JJ00,      24,      59,    10.3,950
5099,2030250,A048709,A018985,PV21    ,2020JJ00,       .,       .,       .,3248
5100,2030170,A048710,A018985,PV25    ,2022JJ00,       7,      12,     1.2,1397
5101,2030170,A048709,A018984,PV30    ,2021JJ00,      36,     147,    10.4,410
5102,2030200,A048710,A018984,PV26    ,2021JJ00,      68,     135,    12.6,390
5103,2030210,A048710,A018985,PV20    ,2022JJ00,       .,       .,       .,3245
5104,2030170,A048710,A018984,PV31    ,2019JJ00,      40,     163,    11.3,1757
5105,2030240,A048710,A048583,PV29    ,2018JJ00,       .,       .,,759
5106,2030240,A048710,A048583,PV30    ,2019JJ00,       4,      97,     4.2,2414
5107,2030200,A048709,A048584,PV26    ,2022JJ00,      18,     279,     7.0,2558
5108,2030170,A048710,A018985,PV25    ,2019JJ00,       6,      15,       .,2749
5109,2030250,A048709,A018986,PV27    ,2021JJ00,       .,       .,       .,3177
5110,2030230,A048710,A048583,PV30    ,2018JJ00,      53,     856,    20.8,2102
5111,2030250,A048710,A048583,PV28    ,2019JJ00,      48,     568,    16.1,2383
5112,2820740,A048710,A018986,PV22    ,2018JJ00,       .,       .,       .,3469
5113,2030230,A048710,A048583,PV20    ,2020JJ00,      31,       .,    16.6,3325
5114,2030190,A048709,A048583,PV22    ,2021JJ00,       .,       .,       .,294
5115,2030210,A048710,A018986,PV26    ,2022JJ00,       .,       .,       .,1579
5116,2820740,A048710,A018985,PV29    ,2022JJ00,       .,       .,       .,2335
5117,2030200,A048709,A018981,PV30    ,2018JJ00,       .,       .,       .,1598
5118,2030250,A048709,A018984,PV22    ,2021JJ00,       .,       .,       .,1794
5119,2030190,A048709,A048584,PV20    ,2021JJ00,       .,       .,       .,461
5120,2030230,A048710,A048584,PV31    ,2022JJ00,      35,     571,    14.6,1358
5121,2030170,A048709,A018985,PV22    ,2021JJ00,       .,       .,       .,2874
5122,2030200,A048709,A018984,PV20    ,2021JJ00,      58,     114,    11.6,2119
5123,2030170,A048710,A018985,PV28    ,2022JJ00,       9,      21,     2.2,658
5124,2820740,A048709,A018982,PV30    ,2021JJ00,       .,       .,       .,3454
5125,2030250,A048710,A048584,PV27    ,2019JJ00,      10,     176,     4.5,478
5126,2030200,A048709,A048584,PV20    ,2020JJ00,       .,       .,       .,1338
5127,2030240,A048710,A048584,PV26    ,2021JJ00,       3,     112,     6.0,3317
5128,2030200,A048709,A018981,PV26    ,2021JJ00,       .,       .,       .,521
5129,2030230,A048709,A018984,PV30    ,2020JJ00,      35,     177,    17.0,2094
5130,2030170,A048709,A048583,PV26    ,2022JJ00,      71,    1810,    36.6,277
5131,2820740,A048709,A048583,PV31    ,2018JJ00,      15,     573,     9.2,1952
5132,2030210,A048710,T001093,PV22    ,2021JJ00,      55,     505,    20.9,2905
5133,2030170,A048710,T001093,PV27    ,2019JJ00,     183,    3360,   101.1,2954
5134,2820740,A048709,A018981,PV21    ,2021JJ00,       .,       .,       .,643
5135,2030170,A048709,A018986,PV24    ,2018JJ00,       .,       .,       .,1375
5136,2030230,A048710,A018986,PV31    ,2019JJ00,       .,       .,       .,2097
5137,2030190,A048710,A018984,PV22    ,2018JJ00,       .,       .,       .,2476
5138,2820740,A048709,A018982,PV26    ,2021JJ00,       .,       .,       .,1311
5139,2030220,A048709,A018984,PV20    ,2019JJ00,      24,      81,     6.5,955
5140,2030220,A048710,A048583,PV22    ,2020JJ00,      31,     684,    12.9,2836
5141,2030190,A048709,A048583,PV23    ,2020JJ00,      10,       .,     3.2,2502
5142,2030230,A048709,A048584,PV24    ,2020JJ00,       .,       .,       .,3039
5143,2030240,A048710,A048583,PV22    ,2022JJ00,       .,       .,       .,2693
5144,2820740,A048709,A018982,PV20    ,2018JJ00,       .,       .,       .,26
5145,2030240,A048709,A048584,PV27    ,2021JJ00,       3,     111,     6.5,921
5146,2030250,A048710,A018985,PV27    ,2018JJ00,      15,      15,     2.7,977
5147,2030250,A048709,A018981,PV24    ,2018JJ00,       .,       .,       .,136
5148,2030250,A048709,A018981,PV20    ,2019JJ00,       .,       .,       .,1332
5149,2820740,A048709,T001093,PV20    ,2021JJ00,      27,     719,    14.2,1428
5150,2820740,A048710,T001093,PV29    ,2022JJ00,      40,     845,    17.8,3512
5151,2030250,A048710,A018986,PV30    ,2021JJ00,       .,       .,       .,2475
5152,2030170,A048709,A018981,PV27    ,2021JJ00,       6,     226,     6.8,1552
5153,2030210,A048709,T001093,PV24    ,2022JJ00,      45,     620,    23.0,1944
5154,2030210,A048709,A048584,PV20    ,2021JJ00,       .,       .,       .,2640
5155,2030190,A048709,A018981,PV30    ,2021JJ00,       .,       .,       .,1983
5156,2030250,A048710,A018981,PV30    ,2020JJ00,       .,       .,       .,1587
5157,2030190,A048710,A018984,PV20    ,2020JJ00,       .,       .,       .,1250
5158,2030230,A048709,A048584,PV25    ,2021JJ00,      18,     490,    10.8,624
5159,2820740,A048709,A018982,PV22    ,2018JJ00,       .,       .,       .,1364
5160,2820740,A048710,A018986,PV27    ,2019JJ00,       6,       .,     4.2,1408
5161,2820740,A048709,A018986,PV20    ,2018JJ00,       .,       .,       .,447
5162,2030200,A048709,A018982,PV30    ,2018JJ00,       .,       .,       .,3269
5163,2030250,A048709,A018985,PV30    ,2021JJ00,      18,      16,     3.1,3445
5164,2030200,A048709,A048584,PV30    ,2018JJ00,      21,     215,     6.7,1959
5165,2030210,A048709,A018981,PV28    ,2019JJ00,       5,     191,     5.9,178
5166,2030190,A048709,A048583,PV28    ,2020JJ00,       9,      94,     2.9,1187
5167,2030240,A048710,A018986,PV25    ,2018JJ00,       .,       .,       .,2934
5168,2030220,A048710,A018986,PV31    ,2021JJ00,       .,       .,       .,873
5169,2030170,A048709,A018984,PV30    ,2020JJ00,      37,     165,    11.0,3077
5170,2030170,A048709,A018981,PV29    ,2018JJ00,       .,       .,       .,2488
5171,2030240,A048709,A048584,PV27    ,2019JJ00,       .,       .,       .,2404
5172,2030170,A048710,A048583,PV23    ,2020JJ00,      76,    1835,    36.8,1905
5173,2030230,A048709,T001093,PV31    ,2020JJ00,     114,    1114,    49.7,1145
5174,2030240,A048710,A018986,PV29    ,2021JJ00,       .,       .,       .,1859
5175,2030200,A048710,T001093,PV20    ,2021JJ00,     206,    1048,    46.6,2084
5176,2030190,A048709,A018984,PV25    ,2019JJ00,       9,      30,     2.4,3451
5177,2030220,A048709,A018982,PV26    ,2022JJ00,       .,       .,       .,2223
5178,2030170,A048710,A018986,PV23    ,2021JJ00,      12,     232,     4.9,1063
5179,2820740,A048709,A018982,PV20    ,2022JJ00,       .,       .,       .,1003
5180,2030190,A048710,T001093,PV31    ,2021JJ00,      36,     276,     9.9,1811
5181,2030250,A048709,A018984,PV30    ,2019JJ00,      17,      41,     4.2,3263
5182,2030200,A048710,A018984,PV21    ,2022JJ00,      60,     115,    11.4,2777
5183,2030190,A048709,A018981,PV22    ,2019JJ00,       .,       .,       .,1179
5184,2030240,A048710,A048583,PV21    ,2021JJ00,       .,       .,       .,1025
5185,2030250,A048709,A018982,PV27    ,2022JJ00,       .,       .,       .,588
5186,2030190,A048710,T001093,PV30    ,2020JJ00,      28,     239,     7.7,795
5187,2030210,A048709,T001093,PV25    ,2021JJ00,      31,     372,    15.0,2137
5188,2030210,A048709,A018986,PV25    ,2019JJ00,       .,       .,       .,315
5189,2030240,A048709,A018981,PV29    ,2020JJ00,       .,       .,       .,2899
5190,2030230,A048710,A018986,PV28    ,2019JJ00,       5,       .,     3.3,781
5191,2030240,A048710,A018986,PV21    ,2020JJ00,       .,       .,       .,1907
5192,2030200,A048709,A048584,PV28    ,2018JJ00,      19,     213,     6.4,367
5193,2030220,A048709,A018984,PV31    ,2022JJ00,      16,      58,     4.4,2846
5194,2030230,A048710,A018984,PV24    ,2018JJ00,      32,     118,    11.0,2128
5195,2030240,A048710,A048583,PV23    ,2018JJ00,       .,       .,       .,391
5196,2030240,A048709,A018982,PV30    ,2018JJ00,       .,       .,       .,1185
5197,2030240,A048709,A048584,PV24    ,2022JJ00,       .,       .,       .,2920
5198,2030200,A048709,A018984,PV27    ,2021JJ00,      63,     133,    13.7,786
5199,2030210,A048710,A018982,PV21    ,2018JJ00,       .,       .,       .,471
5200,2030220,A048710,A018981,PV22    ,2021JJ00,       .,       .,       .,2519
5201,2030210,A048710,A048584,PV21    ,2022JJ00,       .,       .,       .,1142
5202,2030220,A048710,A018986,PV21    ,2021JJ00,       .,       .,       .,602
5203,2030230,A048710,A018984,PV27    ,2018JJ00,      70,     292,    25.1,160
5204,2030230,A048709,A018981,PV21    ,2020JJ00,       .,       .,       .,830
5205,2030230,A048710,A018985,PV23    ,2018JJ00,      25,      70,    15.0,1302
5206,2030210,A048709,A018982,PV23    ,2021JJ00,       .,       .,       .,442
5207,2030200,A048709,A018981,PV22    ,2021JJ00,       .,       .,       .,2237
5208,2030230,A048709,A018985,PV20    ,2021JJ00,      25,      77,    14.5,2045
5209,2030250,A048709,A048584,PV21    ,2020JJ00,       .,       .,       .,3158
5210,2030170,A048710,A018984,PV29    ,2018JJ00,      53,     221,    14.6,929
5211,2030200,A048709,A018982,PV27    ,2019JJ00,       7,      57,     3.6,779
5212,2030210,,A018981,PV24    ,2018JJ00,       .,       .,       .,3027
5213,2030200,A048709,A048584,PV30    ,2021JJ00,      17,     186,     5.3,1438
5214,2030190,A048710,A018984,PV26    ,2019JJ00,      11,      25,     2.3,1536
5215,2030230,A048709,A018985,PV25    ,2022JJ00,      26,      78,    15.4,2512
5216,2030230,A048709,A018981,PV23    ,2018JJ00,       .,       .,       .,790
5217,2030170,A048709,A048584,PV27    ,2020JJ00,       5,      97,     2.2,2992
5218,2030170,,A018981,PV23    ,2019JJ00,       .,       .,       .,1779
5219,2030190,A048709,A018982,PV30    ,2018JJ00,       .,       .,       .,995
5220,2030230,A048710,A018984,PV28    ,2022JJ00,      55,     221,    22.0,412
5221,2820740,A048710,A018984,PV21    ,2020JJ00,       .,       .,       .,2848
5222,2030250,A048710,A018984,PV30    ,2021JJ00,      20,      39,     3.4,1319
5223,2030170,A048710,A018984,PV28    ,2021JJ00,      35,     157,    11.5,1825
5224,2030250,A048709,A018982,PV23    ,2020JJ00,       .,       .,       .,126
5225,2030250,A048709,A018981,PV29    ,2021JJ00,       .,       .,       .,1648
5226,2030220,A048710,A018986,PV30    ,2022JJ00,       .,       .,       .,2362
5227,2030230,A048710,A018984,PV20    ,2020JJ00,      40,     182,    18.5,1182
5228,2030210,A048709,A018981,PV26    ,2021JJ00,       4,     132,     4.2,2239
5229,2030170,A048709,A018985,PV27    ,2021JJ00,       8,      15,     1.7,748
5230,2030230,A048710,T001093,PV27    ,2020JJ00,     135,    1502,    74.9,3374
5231,2030230,A048710,A018984,PV30    ,2018JJ00,      55,     225,    20.5,688
5232,2030200,A048709,A018982,PV23    ,2021JJ00,       .,       .,       .,3238
5233,2030230,A048710,A018986,PV22    ,2022JJ00,       .,       .,       .,3167
5234,2030240,A048710,A048584,PV28    ,2019JJ00,       1,      47,     2.6,2175
5235,2820740,A048710,A018984,PV20    ,2019JJ00,       .,       .,       .,346
5236,2030240,A048710,A048584,PV29    ,2019JJ00,       .,       .,       .,2964
5237,2030170,A048710,A018986,PV31    ,2022JJ00,       .,       .,       .,3334
5238,2030210,A048710,T001093,PV31    ,2018JJ00,      75,     990,    34.4,752
5239,2030220,A048709,A018981,PV27    ,2019JJ00,       6,     431,    10.5,103
5240,2030220,A048710,A018982,PV29    ,2019JJ00,       .,       .,       .,1541
5241,2030190,A048709,T001093,PV25    ,2019JJ00,      35,     327,    11.7,862
5242,2030210,A048709,A018982,PV28    ,2022JJ00,       7,      88,     5.1,825
5243,2030220,A048709,A018985,PV26    ,2018JJ00,      11,      14,       .,304
5244,2030250,A048709,T001093,PV30    ,2019JJ00,     102,     927,    28.5,3298
5245,2820740,A048710,A048584,PV30    ,2018JJ00,       .,       .,       .,3100
5246,2030250,A048709,A018982,PV20    ,2018JJ00,       .,       .,       .,3137
5247,2030170,A048709,A048584,PV29    ,2019JJ00,       .,       .,       .,1641
5248,2030210,A048710,A018981,PV30    ,2022JJ00,       .,       .,       .,1112
5249,2820740,A048709,A048583,PV20    ,2020JJ00,       .,       .,       .,301
5250,2030190,A048710,T001093,PV30    ,2022JJ00,      34,     270,    10.3,1152
5251,2030220,A048709,T001093,PV26    ,2020JJ00,      86,    1793,    41.6,2916
5252,2030190,A048710,A018982,PV21    ,2019JJ00,       .,       .,       .,1795
